사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.24,7호선,2752,온수(성공회대입구),171 ,1 ,8673 ,614 ,18142 ,3449 ,44756 ,10330 ,52756 ,16173 ,23718 ,9070 ,15030 ,7036 ,13839 ,7331 ,13894 ,8592 ,12252 ,9932 ,11505 ,10107 ,12398 ,13632 ,14440 ,16467 ,13979 ,22947 ,12781 ,38378 ,5982 ,27565 ,4792 ,17812 ,4268 ,15169 ,3201 ,14044 ,1812 ,9126 ,307 ,5064 ,3 ,1008 ,0 ,23 ,0 ,0 
Dec.24,7호선,2753,까치울,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,8호선,2810,암사역사공원,7 ,1 ,2509 ,462 ,7629 ,3713 ,24793 ,5203 ,28907 ,6652 ,16110 ,3503 ,10774 ,3260 ,9569 ,3639 ,8852 ,5038 ,8654 ,5765 ,7812 ,7399 ,7944 ,8271 ,10559 ,10960 ,9964 ,14991 ,8660 ,20965 ,4036 ,15315 ,2652 ,11701 ,2374 ,9842 ,1505 ,10386 ,632 ,5673 ,154 ,1624 ,1 ,5 ,0 ,0 ,0 ,0 
Dec.24,8호선,2811,암사,66 ,1 ,15286 ,869 ,23998 ,5647 ,66551 ,8305 ,81307 ,19828 ,45009 ,14187 ,30136 ,11758 ,26362 ,15558 ,26318 ,17925 ,25215 ,19668 ,22339 ,22379 ,22332 ,30003 ,23328 ,34733 ,23948 ,43530 ,23185 ,63932 ,13968 ,48570 ,11478 ,30661 ,8590 ,26965 ,6194 ,26795 ,2601 ,14766 ,649 ,5028 ,6 ,162 ,0 ,17 ,0 ,0 
Dec.24,8호선,2812,천호(풍납토성),116 ,2 ,10411 ,2288 ,16540 ,13481 ,42258 ,18558 ,56325 ,34660 ,34586 ,30981 ,23968 ,24437 ,23978 ,27256 ,26536 ,28404 ,28064 ,32767 ,27624 ,32173 ,31276 ,38149 ,36550 ,42234 ,42212 ,54525 ,42083 ,73095 ,27949 ,49383 ,24447 ,30935 ,17955 ,29049 ,14158 ,23202 ,7224 ,14984 ,1675 ,4797 ,27 ,63 ,0 ,1 ,0 ,0 
Dec.24,8호선,2813,강동구청,33 ,0 ,5463 ,771 ,11253 ,5876 ,29535 ,16213 ,38590 ,35382 ,24218 ,15416 ,18738 ,12778 ,16872 ,11717 ,16357 ,13103 ,16543 ,15471 ,16149 ,15519 ,17664 ,18714 ,20178 ,21090 ,23470 ,26868 ,28725 ,34789 ,11270 ,26472 ,9422 ,17567 ,7973 ,16375 ,5680 ,13798 ,2310 ,8522 ,510 ,2582 ,1 ,16 ,0 ,0 ,0 ,0 
Dec.24,8호선,2814,몽촌토성(평화의문),10 ,2 ,1668 ,2254 ,4506 ,8805 ,12570 ,10446 ,19122 ,29061 ,12518 ,16541 ,9580 ,11356 ,9541 ,10445 ,10198 ,10240 ,10232 ,10784 ,11493 ,9869 ,12976 ,10466 ,17362 ,13785 ,21235 ,16982 ,24130 ,20435 ,11273 ,15225 ,9993 ,9803 ,10439 ,8254 ,8001 ,7784 ,3895 ,5024 ,954 ,1539 ,11 ,9 ,0 ,0 ,0 ,0 
Dec.24,8호선,2815,잠실(송파구청),41 ,1 ,1687 ,3071 ,3939 ,12516 ,8119 ,37421 ,11787 ,93204 ,10327 ,61288 ,11065 ,48663 ,16826 ,52480 ,21530 ,50348 ,27826 ,51713 ,37574 ,49037 ,49346 ,51329 ,58541 ,50376 ,71498 ,53714 ,88326 ,57737 ,58840 ,29500 ,57255 ,16442 ,58136 ,11631 ,42349 ,8184 ,13717 ,5093 ,2915 ,2035 ,17 ,265 ,0 ,0 ,0 ,0 
Dec.24,8호선,2816,석촌,0 ,0 ,2550 ,739 ,5989 ,4568 ,15418 ,8444 ,23985 ,23553 ,14378 ,21507 ,12188 ,14548 ,12375 ,16565 ,13707 ,17602 ,14536 ,18519 ,15103 ,18009 ,16495 ,19968 ,18264 ,21619 ,21479 ,28526 ,23295 ,35007 ,14401 ,22884 ,14182 ,14033 ,14657 ,12427 ,12047 ,10340 ,5163 ,6791 ,1024 ,2480 ,8 ,61 ,0 ,0 ,0 ,0 
Dec.24,8호선,2817,송파,3 ,1 ,3100 ,740 ,10217 ,8152 ,28978 ,11316 ,36083 ,20488 ,23695 ,11900 ,18345 ,9783 ,17350 ,9928 ,17216 ,11607 ,16396 ,13775 ,15392 ,15066 ,16950 ,18239 ,20890 ,21245 ,19716 ,25580 ,18942 ,33643 ,10874 ,24834 ,7755 ,16735 ,6442 ,16092 ,5521 ,14027 ,2042 ,7252 ,423 ,2463 ,0 ,72 ,0 ,0 ,0 ,0 
Dec.24,8호선,2818,가락시장,183 ,1 ,3661 ,2584 ,6262 ,7488 ,12249 ,15804 ,14250 ,41545 ,11354 ,17360 ,10874 ,13989 ,12180 ,14805 ,12541 ,14047 ,13703 ,14236 ,16383 ,14466 ,18591 ,15614 ,19054 ,20612 ,24462 ,24943 ,30407 ,29245 ,15667 ,18478 ,15080 ,11991 ,15937 ,9647 ,13899 ,8201 ,6359 ,5689 ,1333 ,2154 ,7 ,638 ,0 ,18 ,0 ,0 
Dec.24,8호선,2819,문정,3 ,0 ,2714 ,3242 ,8149 ,10798 ,25787 ,53097 ,34705 ,169525 ,22095 ,79914 ,18600 ,31743 ,21068 ,21905 ,24908 ,22807 ,27774 ,23508 ,31250 ,22324 ,34821 ,22135 ,41648 ,26393 ,89056 ,31238 ,120509 ,41193 ,43175 ,29066 ,30521 ,19153 ,25845 ,16270 ,17537 ,15267 ,7610 ,8555 ,1382 ,2596 ,10 ,49 ,0 ,0 ,0 ,0 
Dec.24,8호선,2820,장지,9 ,0 ,5692 ,3000 ,18614 ,11227 ,44688 ,26065 ,50833 ,50154 ,34044 ,34762 ,24110 ,20706 ,22199 ,22580 ,23880 ,23567 ,25158 ,22711 ,26231 ,23825 ,32972 ,27318 ,38319 ,31586 ,48251 ,37473 ,51834 ,51879 ,30114 ,32121 ,24058 ,19955 ,18380 ,20120 ,9843 ,16879 ,3338 ,11131 ,656 ,2881 ,1 ,33 ,0 ,0 ,0 ,0 
Dec.24,8호선,2821,복정,47 ,0 ,3971 ,2124 ,11140 ,8920 ,27107 ,10750 ,35066 ,19159 ,21956 ,13911 ,15449 ,10186 ,12518 ,7582 ,14591 ,9692 ,12940 ,9390 ,12810 ,9885 ,14834 ,12237 ,18094 ,15390 ,23628 ,21727 ,25337 ,28683 ,15174 ,20639 ,8494 ,14274 ,8362 ,13548 ,5806 ,11836 ,2373 ,5982 ,734 ,1363 ,0 ,14 ,0 ,0 ,0 ,0 
Dec.24,8호선,2822,산성,26 ,0 ,4724 ,623 ,10621 ,2080 ,29019 ,3163 ,31409 ,6527 ,17320 ,4545 ,11838 ,4746 ,9716 ,4547 ,9479 ,5686 ,9035 ,6415 ,8028 ,7469 ,8266 ,10718 ,8970 ,12515 ,9260 ,17201 ,6295 ,27008 ,3296 ,21723 ,2554 ,14289 ,2030 ,13462 ,1295 ,11654 ,668 ,7338 ,162 ,2851 ,0 ,11 ,0 ,0 ,0 ,0 
Dec.24,8호선,2823,남한산성입구(성남법원.검찰청),126 ,19 ,11167 ,1677 ,20810 ,4748 ,50345 ,11171 ,62340 ,23692 ,33904 ,20198 ,23625 ,13000 ,21452 ,10912 ,22720 ,13326 ,20447 ,15051 ,19727 ,14829 ,20545 ,20295 ,21907 ,24469 ,23448 ,30294 ,20607 ,43846 ,9841 ,33364 ,7061 ,23516 ,5138 ,22881 ,3977 ,19026 ,1514 ,12317 ,332 ,4098 ,2 ,35 ,0 ,1 ,0 ,0 
Dec.24,8호선,2824,단대오거리,35 ,2 ,10611 ,1634 ,19077 ,5494 ,47125 ,11289 ,54800 ,19167 ,28480 ,11446 ,19765 ,9106 ,18435 ,9914 ,19130 ,11862 ,18092 ,13305 ,16640 ,14587 ,17134 ,20171 ,19683 ,24636 ,21692 ,31447 ,21204 ,46711 ,10778 ,34344 ,7750 ,23330 ,5638 ,21107 ,3872 ,18549 ,1934 ,12082 ,414 ,4118 ,0 ,30 ,0 ,2 ,0 ,0 
Dec.24,8호선,2825,신흥,1 ,0 ,3769 ,565 ,7378 ,2500 ,18076 ,3342 ,21707 ,7256 ,12390 ,4649 ,8316 ,5439 ,7907 ,6130 ,8051 ,7871 ,8158 ,8939 ,8110 ,9378 ,9682 ,10600 ,10864 ,13192 ,9958 ,14907 ,9352 ,19567 ,5093 ,15550 ,4143 ,10366 ,3275 ,9287 ,2320 ,8026 ,1097 ,4732 ,232 ,1724 ,0 ,12 ,0 ,0 ,0 ,0 
Dec.24,8호선,2826,수진,19 ,3 ,4092 ,529 ,6788 ,2396 ,16963 ,4484 ,22611 ,13534 ,13487 ,7082 ,9318 ,6285 ,9419 ,6919 ,10538 ,7084 ,9999 ,8657 ,9577 ,8798 ,10784 ,9177 ,12781 ,11048 ,10735 ,11847 ,8412 ,16602 ,5293 ,13228 ,4510 ,9200 ,4081 ,8252 ,2314 ,7279 ,1011 ,5099 ,243 ,1762 ,7 ,53 ,0 ,0 ,0 ,0 
Dec.24,8호선,2827,모란,12 ,0 ,2826 ,586 ,3156 ,3667 ,9387 ,4814 ,12090 ,11238 ,7579 ,6345 ,7433 ,6903 ,8656 ,7814 ,10513 ,8633 ,11702 ,8587 ,11558 ,8195 ,13157 ,8538 ,15459 ,9386 ,12945 ,8880 ,12308 ,11272 ,7179 ,7386 ,5285 ,4783 ,5328 ,4769 ,4569 ,4332 ,2626 ,2695 ,830 ,1608 ,4 ,493 ,0 ,0 ,0 ,0 
Dec.24,8호선,2828,남위례,1 ,0 ,1679 ,1471 ,7170 ,4998 ,20514 ,9093 ,25789 ,25422 ,14593 ,11630 ,10589 ,7561 ,10463 ,7131 ,11081 ,7683 ,11117 ,9666 ,11158 ,9973 ,13579 ,10686 ,16445 ,14837 ,18602 ,18737 ,19430 ,25135 ,8822 ,18080 ,7741 ,12245 ,7591 ,10439 ,5760 ,9939 ,2438 ,6503 ,695 ,1630 ,2 ,20 ,0 ,0 ,0 ,0 
Dec.24,9호선,4101,개화,9 ,0 ,2439 ,152 ,7843 ,1951 ,13860 ,3759 ,9683 ,5026 ,3972 ,2578 ,3039 ,1773 ,2767 ,2260 ,2649 ,1832 ,2772 ,2065 ,3237 ,2314 ,3418 ,2798 ,4644 ,2677 ,6571 ,4145 ,5756 ,5935 ,2412 ,5296 ,1584 ,2900 ,1364 ,2258 ,614 ,2218 ,314 ,1375 ,106 ,540 ,0 ,81 ,0 ,0 ,0 ,0 
Dec.24,9호선,4102,김포공항,2 ,4 ,625 ,2772 ,2985 ,14860 ,9467 ,16278 ,10893 ,19464 ,7482 ,18827 ,7390 ,20813 ,8632 ,23261 ,9516 ,24960 ,11185 ,25647 ,14254 ,24844 ,16716 ,22958 ,15974 ,26628 ,16986 ,31971 ,19320 ,30753 ,14027 ,18024 ,13022 ,6914 ,11675 ,3988 ,9922 ,3235 ,3184 ,2208 ,129 ,1788 ,3 ,210 ,1 ,6 ,0 ,1 
Dec.24,9호선,4103,공항시장,8 ,0 ,3642 ,209 ,4640 ,1175 ,9369 ,2028 ,11804 ,4515 ,6965 ,3777 ,5560 ,3324 ,5005 ,4118 ,5914 ,4231 ,5288 ,4195 ,5136 ,4729 ,4800 ,5961 ,5345 ,7141 ,5413 ,8140 ,4671 ,12404 ,2928 ,9223 ,2629 ,7023 ,2217 ,6471 ,1601 ,6156 ,922 ,4100 ,160 ,1582 ,1 ,134 ,0 ,0 ,0 ,0 
Dec.24,9호선,4104,신방화,1 ,0 ,5232 ,700 ,11615 ,2454 ,28762 ,5356 ,28509 ,13458 ,15806 ,7535 ,12604 ,6394 ,11629 ,6602 ,11811 ,8079 ,11680 ,8876 ,10667 ,10538 ,12021 ,11732 ,11814 ,14381 ,10724 ,17952 ,11106 ,24950 ,6450 ,21608 ,4992 ,13284 ,4167 ,11774 ,2740 ,12584 ,1290 ,7124 ,213 ,2676 ,6 ,52 ,0 ,0 ,0 ,0 
Dec.24,9호선,4105,마곡나루(서울식물원),28 ,0 ,5348 ,1573 ,10679 ,9746 ,29375 ,24838 ,31760 ,61796 ,17088 ,28509 ,13529 ,18080 ,15234 ,15797 ,18430 ,15971 ,19785 ,17823 ,21084 ,16563 ,24046 ,17143 ,29259 ,21277 ,48108 ,29898 ,53765 ,41314 ,24297 ,30471 ,22185 ,18919 ,20739 ,18654 ,17087 ,16287 ,8176 ,11908 ,1275 ,4495 ,13 ,529 ,0 ,0 ,0 ,0 
Dec.24,9호선,4106,양천향교,1 ,0 ,4638 ,998 ,10749 ,8770 ,31418 ,15810 ,32384 ,44939 ,16042 ,17603 ,12861 ,10101 ,14143 ,8383 ,15178 ,9730 ,14427 ,11530 ,14099 ,10493 ,15693 ,12699 ,20130 ,14746 ,27176 ,20079 ,34348 ,29474 ,12266 ,25484 ,8124 ,16776 ,7144 ,17384 ,5252 ,14511 ,2381 ,11231 ,513 ,2924 ,3 ,279 ,0 ,0 ,0 ,0 
Dec.24,9호선,4107,가양,109 ,1 ,15734 ,1405 ,27518 ,9783 ,75019 ,29370 ,79644 ,56827 ,45717 ,31071 ,36931 ,20901 ,34447 ,22283 ,37869 ,24182 ,35347 ,27554 ,32761 ,30034 ,34717 ,36890 ,39448 ,42505 ,47059 ,50094 ,52121 ,75847 ,24000 ,62877 ,19267 ,40851 ,17111 ,36013 ,11588 ,32632 ,4925 ,20797 ,717 ,6752 ,7 ,419 ,0 ,0 ,0 ,0 
Dec.24,9호선,4108,증미,0 ,0 ,2612 ,485 ,8170 ,2742 ,23306 ,11111 ,25003 ,46410 ,12687 ,18560 ,9856 ,6951 ,9696 ,6599 ,9960 ,6638 ,10208 ,7094 ,9499 ,8150 ,9853 ,8740 ,11391 ,10447 ,23416 ,13730 ,35832 ,20528 ,10377 ,15489 ,6145 ,9669 ,4944 ,8693 ,2823 ,9190 ,1139 ,5160 ,231 ,1880 ,2 ,48 ,0 ,0 ,0 ,0 
Dec.24,9호선,4109,등촌,23 ,0 ,6404 ,1215 ,15311 ,4665 ,48622 ,8561 ,59215 ,19095 ,26583 ,13163 ,19967 ,11848 ,19429 ,12653 ,19941 ,14491 ,19312 ,15312 ,18694 ,17533 ,18755 ,20904 ,20571 ,23335 ,20790 ,33033 ,21140 ,47409 ,11073 ,37586 ,8492 ,21974 ,7132 ,20050 ,5434 ,17813 ,2456 ,10517 ,527 ,3571 ,3 ,114 ,0 ,0 ,0 ,0 
Dec.24,9호선,4110,염창,14 ,1 ,13297 ,914 ,26681 ,4845 ,76103 ,9050 ,84510 ,19939 ,48061 ,12249 ,31828 ,11116 ,28169 ,12700 ,28406 ,15295 ,25672 ,17974 ,23260 ,21248 ,22838 ,27066 ,24517 ,33375 ,26024 ,49234 ,26107 ,71647 ,14597 ,59910 ,11195 ,39844 ,10058 ,35671 ,7489 ,36878 ,3190 ,21864 ,579 ,7433 ,28 ,475 ,0 ,0 ,0 ,0 
Dec.24,9호선,4111,신목동,6 ,0 ,2542 ,325 ,6288 ,2059 ,21696 ,3983 ,20035 ,6957 ,10203 ,4293 ,7853 ,3198 ,6989 ,3894 ,7371 ,4251 ,5938 ,4965 ,6415 ,5292 ,6552 ,5983 ,7483 ,8437 ,8280 ,9843 ,6828 ,15247 ,3364 ,11584 ,2256 ,7779 ,2020 ,8033 ,1704 ,6674 ,576 ,4577 ,204 ,1338 ,6 ,129 ,0 ,0 ,0 ,0 
Dec.24,9호선,4112,선유도,5 ,0 ,2231 ,1326 ,6360 ,3983 ,22777 ,14949 ,27312 ,40517 ,12693 ,20928 ,10156 ,8549 ,9632 ,8662 ,11009 ,8532 ,10892 ,8147 ,11307 ,9186 ,12371 ,9286 ,15226 ,10784 ,28729 ,14438 ,35929 ,22928 ,13034 ,15940 ,8160 ,10283 ,6483 ,9087 ,4939 ,8650 ,1989 ,5357 ,363 ,1884 ,0 ,68 ,0 ,0 ,0 ,0 
Dec.24,9호선,4113,당산,74 ,0 ,8697 ,1481 ,17445 ,7041 ,51807 ,16147 ,61676 ,45558 ,36924 ,25040 ,28370 ,17727 ,28826 ,20617 ,30742 ,22716 ,30188 ,26106 ,29326 ,28274 ,30872 ,42646 ,35155 ,40416 ,46503 ,49826 ,57503 ,68731 ,30542 ,51083 ,24797 ,35933 ,23930 ,35738 ,20810 ,32159 ,9459 ,21677 ,1752 ,6394 ,25 ,522 ,0 ,3 ,0 ,0 
Dec.24,9호선,4114,국회의사당,22 ,0 ,1807 ,1885 ,2712 ,12321 ,5288 ,48149 ,8006 ,157895 ,7499 ,59966 ,10548 ,30190 ,15300 ,27924 ,20088 ,32194 ,25918 ,40200 ,31234 ,42426 ,29918 ,25660 ,42246 ,20599 ,94352 ,33217 ,127140 ,35790 ,65342 ,28344 ,60987 ,15061 ,53082 ,9464 ,30924 ,6249 ,10489 ,3550 ,1619 ,1923 ,51 ,36 ,0 ,0 ,0 ,0 
Dec.24,9호선,4115,여의도,19 ,0 ,2870 ,2911 ,4128 ,25343 ,8808 ,150946 ,11654 ,172868 ,11995 ,84158 ,16437 ,44770 ,26175 ,44918 ,28081 ,48290 ,36362 ,53580 ,43655 ,59647 ,53393 ,41365 ,80874 ,53894 ,186101 ,49424 ,177019 ,44518 ,92402 ,23911 ,83531 ,13381 ,64560 ,11012 ,35884 ,9132 ,11878 ,5126 ,1659 ,2392 ,7 ,435 ,0 ,0 ,0 ,0 
Dec.24,9호선,4116,샛강,18 ,0 ,1214 ,1082 ,2505 ,4443 ,4961 ,17678 ,6670 ,38492 ,5397 ,14120 ,5953 ,9332 ,7263 ,9140 ,7923 ,8456 ,9203 ,10458 ,9874 ,10867 ,12461 ,21205 ,16795 ,19936 ,32586 ,15889 ,43578 ,16548 ,20060 ,9943 ,15801 ,5062 ,14010 ,4669 ,10474 ,3874 ,4751 ,2472 ,988 ,962 ,3 ,58 ,0 ,1 ,0 ,0 
Dec.24,9호선,4117,노량진,419 ,14 ,15777 ,1841 ,24862 ,12220 ,66373 ,28487 ,92046 ,55820 ,53529 ,36382 ,36374 ,26283 ,35650 ,33380 ,39707 ,37904 ,44183 ,42312 ,41157 ,42905 ,43554 ,46769 ,49488 ,54239 ,56266 ,76985 ,56572 ,108382 ,37707 ,68503 ,39768 ,47090 ,46473 ,45558 ,47758 ,43827 ,19596 ,25311 ,2286 ,7447 ,13 ,247 ,0 ,0 ,0 ,0 
Dec.24,9호선,4118,노들,1 ,0 ,3765 ,347 ,6532 ,1381 ,17800 ,2258 ,22214 ,3983 ,13219 ,3724 ,9550 ,3573 ,8359 ,3940 ,8463 ,4985 ,8675 ,5090 ,7675 ,6694 ,7236 ,7896 ,7854 ,9359 ,7930 ,11838 ,6860 ,16050 ,3989 ,11624 ,2976 ,8553 ,2315 ,7777 ,1876 ,7973 ,819 ,4189 ,303 ,1492 ,15 ,29 ,0 ,0 ,0 ,0 
Dec.24,9호선,4119,흑석(중앙대입구),8 ,0 ,3733 ,1112 ,6143 ,5185 ,18717 ,12376 ,23152 ,24017 ,15845 ,16070 ,13958 ,15521 ,15014 ,13320 ,16279 ,15016 ,17309 ,14417 ,17735 ,15402 ,19873 ,15242 ,22634 ,16821 ,26435 ,23843 ,18684 ,29790 ,11715 ,19779 ,10331 ,13997 ,9887 ,12420 ,8761 ,11601 ,4576 ,7015 ,935 ,2747 ,12 ,92 ,0 ,0 ,0 ,0 
Dec.24,9호선,4120,동작(현충원),26 ,0 ,1177 ,272 ,1498 ,1974 ,4365 ,1670 ,5131 ,3019 ,3357 ,2458 ,2935 ,2508 ,3307 ,2131 ,3650 ,2159 ,3375 ,2859 ,3798 ,5861 ,4276 ,4818 ,4679 ,3341 ,4011 ,3447 ,3934 ,4352 ,2044 ,2863 ,1490 ,2281 ,1449 ,2152 ,1083 ,1982 ,559 ,1423 ,106 ,1236 ,1 ,277 ,0 ,0 ,0 ,0 
Dec.24,9호선,4121,구반포,0 ,0 ,220 ,773 ,551 ,11812 ,1283 ,3007 ,1739 ,3814 ,1257 ,3388 ,1147 ,1608 ,1529 ,1473 ,1587 ,1658 ,1729 ,1958 ,2030 ,1602 ,3553 ,1689 ,9099 ,1530 ,8948 ,1919 ,4727 ,2180 ,2089 ,1267 ,1409 ,826 ,853 ,774 ,741 ,662 ,215 ,417 ,54 ,245 ,0 ,14 ,0 ,0 ,0 ,0 
Dec.24,9호선,4122,신반포,1 ,0 ,939 ,444 ,2621 ,4372 ,9178 ,8206 ,12352 ,11021 ,8244 ,7718 ,6613 ,6007 ,6646 ,5719 ,7352 ,5792 ,7634 ,6839 ,7960 ,7313 ,9270 ,6987 ,11533 ,7455 ,12053 ,9943 ,11362 ,11357 ,6356 ,8552 ,4420 ,5507 ,4481 ,4934 ,2677 ,5322 ,835 ,2769 ,266 ,1025 ,1 ,27 ,0 ,0 ,0 ,0 
Dec.24,9호선,4123,고속터미널,20 ,1 ,2490 ,1490 ,6514 ,14299 ,18256 ,19365 ,26199 ,31411 ,21969 ,35953 ,21381 ,40894 ,23657 ,46552 ,27575 ,46781 ,31068 ,47226 ,36990 ,53842 ,41777 ,53910 ,45173 ,55886 ,44115 ,58118 ,41604 ,61508 ,34798 ,41489 ,30371 ,29823 ,22401 ,27040 ,18414 ,23602 ,6634 ,12015 ,1038 ,2699 ,6 ,106 ,0 ,0 ,0 ,0 
Dec.24,9호선,4124,사평,0 ,0 ,1123 ,263 ,3451 ,2116 ,11522 ,5211 ,14638 ,8095 ,9718 ,4196 ,7409 ,4033 ,6379 ,4550 ,6909 ,5293 ,7582 ,6802 ,7311 ,6472 ,7806 ,7998 ,9552 ,8190 ,9575 ,10086 ,9125 ,12456 ,5170 ,9335 ,3106 ,6891 ,2299 ,6793 ,1976 ,6349 ,674 ,3566 ,220 ,977 ,3 ,23 ,1 ,0 ,0 ,0 
Dec.24,9호선,4125,신논현,97 ,0 ,4209 ,1624 ,12988 ,17093 ,29558 ,39242 ,38576 ,84287 ,30211 ,102320 ,29168 ,61153 ,35793 ,49109 ,43533 ,51037 ,46869 ,53071 ,51790 ,53381 ,58883 ,55614 ,74193 ,62609 ,91822 ,85382 ,108897 ,108488 ,81648 ,65602 ,63949 ,38050 ,71567 ,31166 ,64966 ,25984 ,34432 ,16016 ,6308 ,4304 ,23 ,1024 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4201,서울역,197 ,5 ,3318 ,1819 ,4253 ,15023 ,12595 ,21533 ,17126 ,32571 ,17647 ,28666 ,18956 ,23578 ,24086 ,25707 ,28798 ,25947 ,28940 ,24332 ,23966 ,20220 ,31170 ,23938 ,33394 ,24232 ,38060 ,25452 ,38711 ,25997 ,30538 ,23114 ,22371 ,14797 ,25689 ,13829 ,19356 ,10936 ,11235 ,5266 ,231 ,3405 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4202,공덕,96 ,2 ,1950 ,184 ,3106 ,1778 ,6535 ,4122 ,7324 ,12336 ,4865 ,6186 ,4054 ,4337 ,4338 ,5011 ,4215 ,4924 ,4213 ,5399 ,4045 ,5175 ,4249 ,6019 ,5324 ,7908 ,7455 ,11451 ,10417 ,14978 ,4986 ,9546 ,4341 ,6365 ,4289 ,6337 ,3491 ,6131 ,1827 ,4260 ,77 ,2049 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4203,홍대입구,274 ,12 ,5552 ,526 ,6289 ,4281 ,10839 ,10756 ,14067 ,27158 ,13245 ,30060 ,14858 ,25569 ,17476 ,31260 ,19839 ,38234 ,21875 ,38478 ,25846 ,34425 ,32044 ,34763 ,39831 ,36215 ,46262 ,39684 ,50525 ,44776 ,40763 ,29966 ,38916 ,17090 ,44255 ,14479 ,38324 ,13446 ,17286 ,9677 ,1639 ,3218 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4204,디지털미디어시티,143 ,7 ,3924 ,836 ,8599 ,7931 ,22184 ,31595 ,24236 ,83532 ,13575 ,38329 ,11007 ,15541 ,12229 ,12787 ,13108 ,13485 ,14838 ,13313 ,15248 ,11867 ,18099 ,12520 ,23394 ,15306 ,51109 ,22430 ,76564 ,30502 ,30069 ,20035 ,19661 ,12312 ,18578 ,11523 ,13869 ,10819 ,6675 ,7281 ,744 ,3230 ,0 ,8 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4206,마곡나루(서울식물원),44 ,0 ,2900 ,934 ,5453 ,11704 ,13311 ,35684 ,16209 ,69010 ,8340 ,33522 ,6156 ,12793 ,8644 ,8657 ,9423 ,9752 ,9472 ,11504 ,10399 ,10110 ,14565 ,7717 ,24929 ,9737 ,65396 ,15589 ,51140 ,21434 ,18322 ,11662 ,12858 ,7857 ,12969 ,7499 ,12643 ,7846 ,3235 ,4898 ,441 ,2895 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4207,김포공항,24 ,1 ,1883 ,2187 ,3084 ,11527 ,5604 ,20075 ,13816 ,17288 ,16368 ,10490 ,15580 ,10025 ,15731 ,10575 ,14785 ,11443 ,18189 ,11460 ,20029 ,9593 ,18610 ,9089 ,18560 ,10416 ,20083 ,12737 ,27511 ,10459 ,17235 ,6545 ,15002 ,2845 ,16998 ,1537 ,17003 ,1343 ,5617 ,1026 ,243 ,767 ,3 ,63 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4208,계양,44 ,0 ,13642 ,792 ,37481 ,3417 ,71976 ,5336 ,52295 ,7151 ,36227 ,6303 ,25739 ,5234 ,22576 ,6665 ,20911 ,7789 ,18277 ,11093 ,16379 ,13671 ,15368 ,17994 ,16931 ,25743 ,15551 ,32818 ,11818 ,59001 ,6978 ,51979 ,4801 ,33570 ,4115 ,31619 ,2752 ,29946 ,1477 ,18544 ,246 ,6004 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,공항철도 1호선,4209,검암,1394 ,2 ,8643 ,513 ,13671 ,2308 ,32640 ,6816 ,23188 ,14733 ,12592 ,5100 ,9859 ,3613 ,9756 ,3535 ,9446 ,4592 ,8301 ,5304 ,7507 ,5965 ,7415 ,7604 ,8802 ,10867 ,9102 ,14397 ,11430 ,24870 ,4675 ,22471 ,3611 ,13929 ,2890 ,13036 ,2173 ,13181 ,1113 ,10690 ,154 ,5415 ,0 ,0 ,0 ,0 ,0 ,0 
